STT,Mã hồ sơ,Nhóm trạng thái,Trạng thái chi tiết,Số bản ghi hiện tại,Kiểm chứng 10%,Bản ghi giữ lại (#1),Thời gian cập nhật
716,H31.05.02.H31.09.2007-2008.1652,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Cấp phép xây dựng cho Công ty Cổ phần Tư vấn công nghệ, thiết bị và kiểm định xây dựng Coninco tại huyện Mỹ Hào thuộc công trình cụm nhà điều hành, nhà học - thí nghiệm chung",2026-09-21 11:52:04
717,H31.05.02.H31.09.2006-2008.1563,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Cấp phép xây dựng cho công ty TNHH AUTOCON VINA tại xã Ngọc Lâm, huyện Mỹ Hào thuộc dự án Nhà máy sản xuất nội thất ô tô",2026-09-21 11:52:09
718,H31.05.02.H31.09.2007.1509,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Cấp phép xây dựng cho công ty CP kho vận VIETFRACHT Hưng Yên trên địa bàn xã Vĩnh Khúc, huyện Văn Giang, tỉnh Hưng Yên cho công trình Kho trung chuyển hàng hóa năm 2007",2026-09-21 11:52:11
719,H31.05.02.H31.09.2007.1508,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Cấp phép xây dựng cho Công ty TNHH Auto-Con Việt Nam tại xã Ngọc Lâm, huyện Mỹ Hào, thuộc công trình Nhà máy sản xuất nội thất ô tô",2026-09-21 11:52:13
720,H31.05.02.H31.09.2007.1507,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Cấp phép xây dựng cho Công ty TNHH quốc tế Deob - Bu tại xã Ngọc Lâm, huyện Mỹ Hào, thuộc công trình Nhà máy sản xuất nội thất ô tô năm 2007",2026-09-21 12:08:43
721,H31.05.02.H31.09.2011.2662,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc Trụ sở làm việc Đảng ủy - HĐND - UBND thị trấn Bần Yên Nhân, huyện Mỹ Hào năm 2011",2026-09-21 12:08:45
722,H31.05.02.H31.09.2014.2665,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Chương trình phát triển đô thị tỉnh Hưng Yên giai đoạn 2014-2020, định hướng đến năm 2030, năm 2014",2026-09-21 11:52:20
723,H31.05.02.H31.09.2013.2664,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Trả lời ý kiến tham gia cho các dự án đầu tư của các Doanh nghiệp trên địa bàn huyện Mỹ Hào, năm 2013",2026-09-21 12:08:48
724,H31.05.02.H31.09.2013.2663,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về điều chỉnh quy hoạch chung xây dựng thị trấn Ân Thi, huyện Ân Thi, tỉnh Hưng Yên đến năm 2025",2026-09-21 12:08:50
725,H31.05.02.H31.09.2019.2629,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Đề nghị thẩm định quy hoạch chi tiết xây dựng cụm công nghiệp Lương Bằng - Hiệp Cường huyện Kim Động, tỷ lệ 1/500 năm 2019",2026-09-21 12:08:52
726,H31.05.02.H31.09.2019.2627,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Góp ý kiến để hoàn thiện hồ sơ quy hoạch xây dựng vùng huyện Kim Động đến năm 2035 tỷ lệ 1/25.000,2026-09-21 12:08:54
727,H31.05.02.H31.09.2019.2626,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Đề nghị thẩm định đồ án quy hoạch chi tiết xây dựng tỷ lệ 1/500 Khu nhà ở Bình Minh Phố Hiến tại xã Dân Tiến, huyện Khoái Châu năm 2018-2019",2026-09-21 12:08:57
728,H31.05.02.H31.09.2019.2625,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Đề nghị phê duyệt nhiệm vụ quy hoạch chi tiết xây dựng tỷ lệ 1/500 khu nhà ở xã hội dành cho công nhân khu công nghiệp tại xã Phùng Chí Kiên, huyện Mỹ Hào, năm 2019",2026-09-21 12:08:59
729,H31.05.02.H31.09.2019.2624,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phê duyệt kế hoạch đấu thầu công trình tư vấn lập dự án đo vẽ bản đồ và thiết kế điều chỉnh quy hoạch chung xây dựng đô thị mới Phố Nối năm 2019,2026-09-21 12:09:01
730,H31.05.02.H31.09.2019.2623,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Thẩm định, phê duyệt nhiệm vụ quy hoạch chi tiết xây dựng tỷ lệ 1/500 Khu nhà ở Phố Mới Văn Giang tại xã Cửu Cao và thị trấn Văn Giang năm 2019.",2026-09-21 12:09:03
731,H31.05.02.H31.09.2019.2622,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phê duyệt nhiệm vụ lập quy hoạnh chi tiết Xây dùng tỷ lệ 1/500 Khu nhà ở Hưng Thịnh Phát tại huyện Văn Giang, tỉnh Hưng Yên năm 2019",2026-09-21 12:09:06
732,H31.05.02.H31.09.2019.2621,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến về Đồ án quy hoạch chi tiết xây dựng tỷ lệ 1/500 khu vực phát triển đô thị xã Nghĩa Trụ, huyện Văn Giang đến năm 2030, định hướng đến năm 2035",2026-09-21 12:09:08
733,H31.05.02.H31.09.2019.2620,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Thẩm định đề án điều chỉnh quy hoạch chi tiết xây dựng tỷ lệ 1/500 cụm công nghiệp xã Tân Tiến, huyện Văn Giang năm 2019",2026-09-21 12:09:10
734,H31.05.02.H31.09.2019.2613,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Chấp thuận mặt bằng quy hoạch tổng thể điều chình cục bộ dự án Khu nhà ở dành cho người thu nhập thấp tại phường Hiến Nam, TP Hưng Yên Tập II",2026-09-21 12:09:12
735,H31.05.02.H31.09.2019.2612,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Chấp thuận mặt bằng quy hoạch tổng thể điều chinh cục bộ dự án khu nhà ở dành cho người thu nhập thấp tại phường Hiến Nam, TP Hưng Yên năm 2018 - Tập I",2026-09-21 12:09:14
736,H31.05.02.H31.09.2017.2598,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phê duyệt nhiệm vụ lập quy hoạch chi tiết xây dựng tỷ lệ 1/500 Khu nhà ở phục vụ Khu công nghiệp Minh Quang, huyện Mỹ Hào, tỉnh Hưng Yên năm 2016-2017",2026-09-21 12:09:17
737,H31.05.02.H31.09.2016.2596,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Tham gia ý kiến cho nhiệm vụ lập quy hoạch phân khu tỷ lệ 1/2000 Khu Trung tâm huyện Văn Lâm năm 2016.,2026-09-21 12:09:19
738,H31.05.02.H31.09.2016.2595,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến về đồ án quy hoạch chi tiết 1/500 sáu phường thị xã Mỹ Hào, tỉnh Hưng Yên (thị trấn Bần Yên Nhân, xã Nhân Hòa, xã Bạch sam, xã Dị Sử, xã Phùng Chí Kiên, Minh Đức)",2026-09-21 12:09:21
739,H31.05.02.H31.09.2016.2594,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ tham gia ý kiến vào dự thảo quy chế quản lý quy hoạch kiến trúc đô thị khu dân cư mới thị trấn Văn Giang, huyện Văn Giang năm 2016",2026-09-21 12:09:23
740,H31.05.02.H31.09.2019.2592,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Hồ sơ tham gia ý kiến về đồ án quy hoạch và đồ án quy hoạch xây dựng chi tiết tỷ lệ 1/500 Khu trung tâm hành chính huyện Mỹ Hào năm 2015,2026-09-21 12:09:25
741,H31.05.02.H31.09.2019.2591,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc xin điều chinh cục bộ quy hoạch chi tiết xây dựng khu công nghiệp Phố Nối A mở rộng tỉnh Hưng Yên tỷ lệ 1/2000 tại xã Lạc Đạo, xã Minh Hải, huyện Văn Lâm năm 2014",2026-09-21 12:09:28
742,H31.05.02.H31.09.2019.2590,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến về nhiệm vụ lập quy hoạnh phân khu nội thị tỷ lệ 1/2000 và quy hoạch Chi tiết khu trung tâm tỷ lệ 1/500 đô thị Mỹ Hào, tỉnh Hưng Yên năm 2014",2026-09-21 12:09:30
743,H31.05.02.H31.09.2014.2589,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Phương án kiến trúc các công trình thuộc dự án thành phần khu nhà ở thấp tầng 2A, 2B thuộc khu Đô thị Thương mại và Du lịch Văn Giang năm 2014",2026-09-21 12:09:32
744,H31.05.02.H31.09.2019.2586,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc tham gia ý kiến cho vị trí xây dựng Nhà ăn Huyện ủy Văn Lâm năm 2013,2026-09-21 12:09:35
745,H31.05.02.H31.09.2019.2585,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Hồ sơ đề nghị thẩm định quy hoạch chi tiết 1/500 khu đô thị sinh thái Laico tại xã Bình Minh huyện Khoái Châu năm 2013,2026-09-21 12:09:37
746,H31.05.02.H31.09.2019.2584,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ hoàn thiện hồ sơ nhiệm vụ lập quy hoạch bảo tồn và phát huy giá trị khu di tích Nguyễn Thiện Thuật, tỷ lệ 1/500 tại xã Xuân Đục, huyện Mỹ Hào",2026-09-21 12:09:39
747,H31.05.02.H31.09.2019.2583,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ thỏa thuận quy hoạch chi tiết tỷ lệ 1/500 khu nhà ở xã hội, nhà ở công nhân, nhà ở thương mại và dịch vụ khu phố công nghiệp Phố Nối tại xã Nghĩa Hiệp, Yên Mỹ năm 2012",2026-09-21 12:09:41
748,H31.05.02.H31.09.2019.2582,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ phê duyệt hiện trạng xây dựng khu công nghiệp dệt may Phố Nối, tỷ lệ 1/1000 giai đoạn I",2026-09-21 12:09:43
749,H31.05.02.H31.09.2019.2579,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Thỏa thuận nội dụng dự án quy hoạch chi tiết tỷ lệ 1/500 Trung tâm thương mại quốc tế Kinh Hoa Mỹ Việt tại huyên Mỹ Hào năm 2010,2026-09-21 12:09:46
750,H31.05.02.H31.09.2019.2578,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Phương án kiến trúc dự án ĐTXD và hạ tầng kỹ thuật Khu nhà ở thương mại huyện Khoái Châu năm 2011,2026-09-21 12:09:48
751,H31.05.02.H31.09.2019.2577,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Đề nghị quy hoạch chi tiết xây dựng tỷ lệ 1/2000 Khu công nghiệp Dân Tiến, huyện Khoái Châu",2026-09-21 12:09:50
752,H31.05.02.H31.09.2019.2575,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Chấp thuận hồ sơ quy hoạch dự án đầu tư xây dựng Trường Đại học Chu Văn An tại thành phố Hưng Yên năm 2010,2026-09-21 12:09:52
753,H31.05.02.H31.09.2019.2574,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Khảo sát, xây dựng thành lập bản đồ địa hình tỷ lệ 1/10.000 dự án điều chỉnh quy hoạch chung xây dựng vùng tỉnh Hưng Yên đến năm 2025, năm 2009 - Tập 2",2026-09-21 12:09:54
754,H31.05.02.H31.09.2019.2573,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,Về việc khảo sát xây dựng thành lập bản đồ địa hình tỷ lệ 1/10000 dự án điều chỉnh quy hoạch chung xây dựng vùng tỉnh Hưng Yên đến năm 2025 - năm 2009 - Tập 1,2026-09-21 12:09:57
755,H31.05.02.H31.09.2019.2566,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến cho đồ án quy hoạch chi tiết xây dựng tỷ lệ 1/500 Khu dân cư mới xã Liên Phương, thành phố Hưng Yên năm 2019",2026-09-21 12:09:59
756,H31.05.02.H31.09.2019.2565,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Ý kiến về đồ án quy hoạch chi tiết xây dựng tỷ lệ 1/500 Khu dân cư mới đường Lạc Long Quân, phường Minh Khai năm 2019",2026-09-21 12:10:01
757,H31.05.02.H31.09.2019.2564,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Ý kiến về quy hoạch chi tiết tỷ lệ 1/500 Khu dân cư Hồng Châu, phường Hồng Châu, thành phố Hưng Yên năm 2019",2026-09-21 12:10:03
758,H31.05.02.H31.09.2019.2563,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến cho đồ án quy hoạch chi tiết xây dựng tỷ lệ 1/500 Khu dân cư mới xã Thủ Sỹ, huyện Tiên Lữ năm 2019",2026-09-21 12:10:06
759,H31.05.02.H31.09.2019.2562,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Tham gia ý kiến về nhiệm vụ lập quy hoạch chi tiết xây dựng tỷ lệ 1/500 khu dân cư mới đường Lạc Long Quân, phường Mình Khai, thành phố Hưng Yên năm 2019",2026-09-21 12:10:08
760,H31.05.02.H31.09.2019.2561,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Chập thuận vị trí xây dựng sân vận động xã Nhật Tân, huyện Tiên Lữ, Trường tiểu học Đông Tảo, huyện Khoái Châu, thẩm định mặt bằng quy hoạch tổng thể điều chỉnh Ngân hàng Nhà nước Chi nhánh Hưng Yên",2026-09-21 12:10:10
761,H31.05.02.H31.09.2019.2560,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Thuyết minh tổng hợp quy hoạch chi tiết xây dựng tỷ lệ 1/500 khu nhà ở Newcity tại xã An Vĩ, huyện Khoái Châu, tỉnh Hưng Yên",2026-09-21 12:10:12
762,H31.05.02.H31.09.2019.2559,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án cho các doanh nghiệp trên địa bàn xã Tân Lập và thị trấn Yên Mỹ, huyện Yên Mỹ",2026-09-21 12:10:14
763,H31.05.02.H31.09.2019.2558,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Yên Phú, huyện Yên Mỹ",2026-09-21 12:10:17
764,H31.05.02.H31.09.2019.2557,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Yên Hoà, huyện Yên Mỹ",2026-09-21 12:10:19
765,H31.05.02.H31.09.2019.2556,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Việt Cường, huyện Yên Mỹ",2026-09-21 12:10:21
766,H31.05.02.H31.09.2019.2555,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Trung Hưng, huyện Yên Mỹ",2026-09-21 12:10:23
767,H31.05.02.H31.09.2019.2554,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Trung Hoà, huyện Yên Mỹ",2026-09-21 12:10:25
768,H31.05.02.H31.09.2019.2553,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Thanh Long, huyện Yên Mỹ",2026-09-21 12:10:27
769,H31.05.02.H31.09.2019.2545,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Giai Phạm, huyện Yên Mỹ",2026-09-21 12:10:30
770,H31.05.02.H31.09.2019.2544,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Đồng Than, huyện Yên Mỹ",2026-09-21 12:10:32
771,H31.05.02.H31.09.2019.2543,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn thị trấn Yên Mỹ, huyện Yên Mỹ",2026-09-21 12:10:34
772,H31.05.02.H31.09.2019.2542,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ về việc cho ý kiến thẩm định dự án của các doanh nghiệp trên địa bàn xã Tân Quang, huyện Văn Lâm",2026-09-21 12:10:36
773,H31.05.02.H31.09.2019.2541,HOÀN THÀNH,"Đạt chuẩn (1 bản duy nhất) (Hồ sơ chuẩn, không có bản trùng thừa)",1,true,"Hồ sơ tham gia ý kiến cho dự án đầu tư của Công ty cổ phần Vạn Tâm Thịnh để thực hiện dự án Nhà máy sản xuất gia công in, thêu trên vải sản xuất, lắp ráp đồ dùng và kinh doanh dịch vụ thương mại tổng hợp tại xã Minh Hải, huyện Văn Lâm",2026-09-21 12:10:39
